
диагноза,ICD
спиноцеребеларна атаксия тип 10,G11
спиноцеребеларна атаксия тип 11,G11
спиноцеребеларна атаксия тип 8,G11
спиноцеребеларна атаксия тип 15/16,G11
спиноцеребеларна атаксия тип 12,G11
спиноцеребеларна атаксия тип 14,G11
спиноцеребеларна атаксия тип 27,G11
спиноцеребеларна атаксия тип 17,G11
спиноцеребеларна атаксия тип 23,G11
епизодична атаксия тип 5,G11
спиноцеребеларна атаксия тип 28,G11
епизодична атаксия тип 6,G11
Синдром на Смит-Лемли-Опиц,Е78
Синдром на Смит-Лемли-Опиц,Q87
автозомно-рецесивна мускулна дистрофия на крайниците и пояса тип 2К,G71
булозен пемфигоид,L12
Лимфом на Бъркит,С83
Язва на Бурули,A31
бисиноза,J66
Синдром на Borjeson-Forssman-Lehmann,Q87
ретинит пигментоза 49,H35
ретинит пигментоза 62,H35
ретинит пигментоза 29,H35
ретинит пигментоза 43,H35
ретинит пигментоза 7,H35
ретинит пигментоза 25,H35
ретинит пигментоза 14,H35
ретинит пигментоза 48,H35
ретинит пигментоза 9,H35
ретинит пигментоза 10,H35
ретинит пигментоза 63,H35
ретинит пигментоза 42,H35
ретинит пигментоза 70,H35
ретинит пигментоза 1,H35
ретинит пигментоза 31,H35
ретинит пигментоза 50,H35
ретинит пигментоза 27,H35
ретинит пигментоза 66,H35
Локализирана епидермолиза bullosa симплекс,Q81
заболяване на щитовидната жлеза,E07
заболяване на щитовидната жлеза,E00
Болест на Уолман,E75
MASA синдром,G11
болест на мъжката репродуктивна система,N50
Мастноклетъчна левкемия,C94
неоплазма на мастоцитите,D47
дефицит на метилмалонил-CoA мутаза,E71
заболяване на паращитовидната жлеза,E21
синдром на дефицит на GLUT1 в детска възраст 2,G24
Периферен Т-клетъчен лимфом,C84
перитонеален мезотелиом,C45
Синдром на Перлман,Q87
синдром на персистираща фетална циркулация,P29
phlyctenulosis,H16
болест на плацентата,O43
Трофобластичен тумор на плацентарното място,D39
Плазменоклетъчна левкемия,C90
рак на жлъчния мехур,C23
вроден синдром на централната хиповентилация,G47
есенциална хипертония,I10
Синдром на Churg-Strauss,M30
лицева парализа,G51
акомодационен спазъм,H52
болест на далака,D73
спондилоепифизна дисплазия вродена,Q77
Субкорнеална пустуларна дерматоза,L13
болест на манипулатори на корк,J67
орофациодигитален синдром III,Q87
потискаща амблиопия,H53
syringocystadenoma papilliferum,D23
нощна слепота,H53
Дисгенеза на щитовидната жлеза,E03
синдром на зъбите и ноктите,Q82
CADASIL,F01
CHARGE синдром,Q87
CHARGE синдром,Q89
calciphylaxis,E83
пилорна стеноза,K31
capillariasis,В81
Henoch-Schoenlein purpura,D69
микседем,E03
оптичен неврит,H46
спондилолистези,M43
епидермодисплазия verruciformis,B07
pycnodysostosis,Q78
хипертрофия на стомашната лигавица,K29
Polyhydramnios,O40
остра левкемия,C95
вулвовагинална кандидоза,B37
автозомно рецесивна вродена ихтиоза 5,Q80
автозомно рецесивна вродена ихтиоза 4А,Q80
автозомно рецесивна вродена ихтиоза 8,Q80
автозомно-рецесивна вродена ихтиоза 9,Q80
автозомно-рецесивна вродена ихтиоза 6,Q80
автозомно-рецесивна вродена ихтиоза 7,Q80
NGLY1-дефицит,E77
автозомно-рецесивна вродена ихтиоза 10,Q80
автозомно-рецесивна вродена ихтиоза 11,Q80
разширена кардиомиопатия 1С,I42
разширена кардиомиопатия 1СС,I42
разширена кардиомиопатия 1D,I42
Шарко - Мари - болест на зъбите,G60
Синдром на Gitelman,N15
Болест на Рейно,I73
преходна глобална амнезия,G45
повтарящ се спонтанен аборт,N96
телогенов ефлувиум,L65
автоимунна хемолитична анемия,D59
денга завинаги,A90
хронична предсърдна и чревна дисритмия,К59
акромелна фронтоназална дизостоза,Q75
синдром на хипопаратиреоидизъм-ретардация-дисморфизъм,Q87
Синдром на Stormorken,D69
мандибулофациална дизостоза с алопеция,Q75
синдром на делеция на хромозома 10q23,D12
синдром на делеция на хромозома 14q11-q22,Q93
Синдром на изтриване 22q11.2,Q93
синдром на делеция на хромозома 4q21,Q93
синдром на делеция на хромозома 19p13.13,Q93
синдром на делеция на хромозома 6q24-q25,Q93
автозомно рецесивна спиноцеребеларна атаксия 16,G11
автозомно рецесивна спиноцеребеларна атаксия 18,G11
автозомно рецесивна спиноцеребеларна атаксия 15,G11
автозомно рецесивна спиноцеребеларна атаксия 14,G11
увеална колобома-цепка на устната и небцето-интелектуално увреждане,Q12
пигментирана паравенозна ретинохороидална атрофия,H35
синдром на атаксия-хипогонадизъм-хороидна дистрофия,G11
Синдром на Ларсен тип B3GAT3,Q74
суперактивност на фосфорибозилпирофосфат синтетаза,Е79
наследствена хиперферритинемия с вродена катаракта,Н26
спондилоепиметафизна дисплазия, тип Genevieve,Q77
инфантилна церебрална и мозъчна атрофия с постнатална прогресираща микроцефалия,Q04
комбинирана малонова и метилмалонова ацидемия,E71
синдром на постаксиална полидактилия-предна предна хипофиза-лицев дисморфизъм,Q87
дифузен астроцитом,C71
педиатричен хепатоцелуларен карцином,C22
системно лимфопролиферативно заболяване на Т-клетъчна лимфопролиферативна болест на Епщайн-Бар,D47
амебиаза поради Entamoeba histolytica,A06
катехоламинергична полиморфна камерна тахикардия 1,I47
катехоламинергична полиморфна камерна тахикардия 2,I47
катехоламинергична полиморфна камерна тахикардия 5,I47
катехоламинергична полиморфна камерна тахикардия 3,I47
катехоламинергична полиморфна камерна тахикардия 4,I47
тромбоцитно нарушение на кървенето 8,D69
автозомно доминираща слухова невропатия 1,H90
нарушение на кръвообращението от тромбоцитен тип 16,D69
хиперекплексия 1,G25
хиперекплексия 2,G25
Кайман тип мозъчна атаксия,G11
фамилна хипокалциурична хиперкалциемия 1,E83
фамилна хипокалциурична хиперкалциемия 2,E83
хиперекплексия 3,G25
Х-свързан лимфопролиферативен синдром 1,D82
фамилна хипокалциурична хиперкалцемия 3,E83
лимфопролиферативен синдром 2,D47
автозомно-рецесивна вродена ихтиоза 2,Q80
Х-свързан лимфопролиферативен синдром 2,D82
лимфопролиферативен синдром 1,D47
автозомно рецесивна вродена ихтиоза 3,Q80
кратер-подобни дупки на оптичен диск,H47
оптичен диск drusen,H47
Оптичен папилит,H47
Оптичен папилит,H35
Оптичен папилит,H46
орална субмукозна фиброза,K13
дефицит на орнитин транслоказа,E72
болест на езика,K14
отичен полип,Н74
отоспондиломегаепифизна дисплазия,Q77
палмоплантарна кератоза,L85
палмоплантарна кератоза,Q82
заболяване на панкреаса,К86
pancreatoblastoma,C25
синдром на бъбречния колобом,Q60
разширена кардиомиопатия 1W,I42
разширена кардиомиопатия 1DD,I42
разширена кардиомиопатия 1II,I42
разширена кардиомиопатия 1Н,I42
разширена кардиомиопатия 1М,I42
разширена кардиомиопатия 1ЕЕ,I42
разширена кардиомиопатия 1S,I42
разширена кардиомиопатия 1O,I42
разширена кардиомиопатия 1Т,I42
разширена кардиомиопатия 1Y,I42
разширена кардиомиопатия 1BB,I42
разширена кардиомиопатия 1U,I42
разширена кардиомиопатия 1R,I42
разширена кардиомиопатия 3В,I42
автозомно рецесивна несиндромна глухота 101,H90
разширена кардиомиопатия 1FF,I42
разширена кардиомиопатия 2А,I42
автозомно рецесивна несиндромна глухота 102,H90
автозомно рецесивна несиндромна глухота 103,H90
несиндромна глухота,H90
Синдром на Пиърсън,D64
антенатална инфекция с валпроева киселина,Q86
невронална цероидна липофускиноза 5,E75
акромезомелна дисплазия, тип Гребе,Q78
Болест на Шарко-Мари-зъб тип 1А,G60
Болест на Шарко-Мари-зъб тип 1В,G60
нодуларен непупуративен паникулит,М35
петна треска,A77
хейлит,K13
хиазмален синдром,H47
първична билиарна цироза,К74
изразително езиково разстройство,F80
ягодов жлъчен мехур,K82
холестаза,K83
хондродисплазия пунктата,Q77
chondromalacia patellae,M22
автозомно рецесивна несиндромна глухота 104,H90
автозомно рецесивна несиндромна глухота 105,H90
автозомно-рецесивна несиндромна глухота 14,H90
автозомно рецесивна несиндромна глухота 15,H90
автозомно-рецесивна несиндромна глухота 12,H90
автозомно рецесивна несиндромна глухота 13,H90
автозомно рецесивна несиндромна глухота 18А,H90
автозомно рецесивна несиндромна глухота 18B,H90
автозомно-рецесивна несиндромна глухота 16,H90
автозомно рецесивна несиндромна глухота 17,H90
автозомно-рецесивна несиндромна глухота 2,H90
автозомно-рецесивна несиндромна глухота 20,H90
автозомно-рецесивна несиндромна глухота 1А,H90
автозомно рецесивна несиндромна глухота 1В,H90
автозомно рецесивна несиндромна глухота 21,H90
автозомно рецесивна несиндромна глухота 22,H90
скотоми,H53
Papilledema,H47
Papilledema,H46
фибриларен астроцитом,C71
Синдром на Wiskott-Aldrich,D82
хронична лимфоцитна левкемия,C91
вроден дефект на синтеза на жлъчна киселина 3,K76
вроден дефект на синтеза на жлъчна киселина 2,K76
вроден дефект на синтеза на жлъчна киселина 1,K76
двустранна бъбречна аплазия,Q60
Синдром на Сикел 7,Q87
карцином на носната кухина in situ,D02
спиноцеребеларна атаксия тип 30,G11
спиноцеребеларна атаксия тип 29,G11
ретинит пигментоза 44,H35
ретинит пигментоза 22,H35
ретинит пигментоза 51,H35
ретинит пигментоза 37,H35
епилепсия,G40
основни депресивни разстройства,F33
основни депресивни разстройства,F32
хранителна оптична невропатия,H46
Болест на Плъмър,E05
трахеоезофагеална фистула,Q39
преходен неонатален захарен диабет,P70
туберкулоидна проказа,A30
перикардна туберкулоза,A18
свръхчувствителност тип IV,C88
улнарно-млечен синдром,Q71
Урачален рак,C67
рак на уретера,C66
синдром на уретрата,N34
пролапс на уретрата,N81
запушване на шийката на пикочния мехур,N32
уртикариално алергично изригване,L50
разстройство на вените,I82
много дълъг верижен дефицит на ацил-КоА дехидрогеназа,E71
Синдром на Vici,Q87
псевдо-TORCH синдром,Q87
хипогонадотропна хипогонадизъм 23 със или без анозмия,Q56
доброкачествена лимфоепителна лезия на слюнчените жлези,K11
мирингит bullosa hemorrhagica,Н73
SPOAN синдром,G11
vesiculitis,N49
bradyopsia,H53
Мезентериален лимфаденит,I88
Микоплазмена пневмония,J15
мегалобластна анемия,D53
перинатален некротизиращ ентероколит,K55
пинеалом,C75
агамаглобулинемия,D80
opisthorchiasis,В66
rickettsialpox,A79
полова дисфория,F64
нарушение на комуникацията,F80
пародонтоза,K05
нарцистично разстройство на личността,F60
неврогенна артропатия,M14
кравешката,B08
паратиреоиден карцином,C75
сифилис,A51
Наследствена цистатин С амилоидна ангиопатия,I68
Наследствена цистатин С амилоидна ангиопатия,E85
хипофизно зависима болест на Кушинг,E24
pyosalpinx,N70
вертебробазиларна недостатъчност,G45
metagonimiasis,В66
псевдосаркоматозна фиброматоза,M72
Хиперинсулинемична хипогликемия,E16
рак на езика,C02
рак на езика,C01
автозомно рецесивна несиндромна глухота 85,H90
автозомно-рецесивна несиндромна глухота 86,H90
автозомно-рецесивна несиндромна глухота 9,H90
автозомно-рецесивна несиндромна глухота 91,H90
автозомно рецесивна несиндромна глухота 88,H90
автозомно-рецесивна несиндромна глухота 89,H90
автозомно рецесивна несиндромна глухота 97,H90
автозомно рецесивна несиндромна глухота 98,H90
автозомно рецесивна несиндромна глухота 93,H90
автозомно рецесивна несиндромна глухота 96,H90
автозомно доминираща несиндромна глухота 11,H90
автозомно доминираща несиндромна глухота 12,H90
автозомно доминираща несиндромна глухота 1,H90
автозомно доминираща несиндромна глухота 10,H90
автозомно доминантна несиндромна глухота 16,H90
автозомно доминираща несиндромна глухота 13,H90
автозомно доминираща несиндромна глухота 15,H90
автозомно-рецесивна несиндромна глухота 65,H90
автозомно-рецесивна несиндромна глухота 68,H90
автозомно-рецесивна несиндромна глухота 7,H90
автозомно-рецесивна несиндромна глухота 66,H90
автозомно-рецесивна несиндромна глухота 67,H90
автозомно-рецесивна несиндромна глухота 74,H90
автозомно рецесивна несиндромна глухота 76,H90
автозомно-рецесивна несиндромна глухота 70,H90
автозомно рецесивна несиндромна глухота 71,H90
автозомно-рецесивна несиндромна глухота 8,H90
автозомно-рецесивна несиндромна глухота 83,H90
автозомно-рецесивна несиндромна глухота 77,H90
автозомно-рецесивна несиндромна глухота 79,H90
автозомно рецесивна несиндромна глухота 84А,H90
автозомно-рецесивна несиндромна глухота 84В,H90
автозомно доминираща несиндромна глухота 58,H90
автозомно доминираща несиндромна глухота 6,H90
автозомно доминираща несиндромна глухота 64,H90
автозомно доминираща несиндромна глухота 59,H90
автозомно доминираща несиндромна глухота 67,H90
автозомно доминираща несиндромна глухота 68,H90
автозомно доминантна несиндромна глухота 65,H90
автозомно доминираща несиндромна глухота 66,H90
автозомно доминираща несиндромна глухота 70,H90
автозомно доминантна несиндромна глухота 9,H90
автозомно доминираща несиндромна глухота 69,H90
автозомно доминираща несиндромна глухота 7,H90
Синдром на строма,Q87
първична цилиарна дискинезия 21,Q34
първична цилиарна дискинезия 1,Q34
първична цилиарна дискинезия 3,Q34
първична цилиарна дискинезия 22,Q34
първична цилиарна дискинезия 14,Q34
калцификация на зъбна пулпа,K04
пунктатна палмоплантарна кератодерма,Q82
заболяване с дефицит на пируват карбоксилаза,E74
дефицит на пируват декарбоксилаза,E74
Синдром на Qazi Markouizos,Q87
Разстройство на тромбоцитите в Квебек,D69
автозомно-рецесивна несиндромна глухота 23,H90
автозомно рецесивна несиндромна глухота 24,H90
автозомно рецесивна несиндромна глухота 27,H90
автозомно рецесивна несиндромна глухота 25,H90
автозомно рецесивна несиндромна глухота 26,H90
автозомно-рецесивна несиндромна глухота 29,H90
автозомно-рецесивна несиндромна глухота 3,H90
автозомно рецесивна несиндромна глухота 28,H90
автозомно рецесивна несиндромна глухота 32,H90
автозомно рецесивна несиндромна глухота 33,H90
автозомно-рецесивна несиндромна глухота 30,H90
автозомно-рецесивна несиндромна глухота 31,H90
автозомно-рецесивна несиндромна глухота 37,H90
автозомно рецесивна несиндромна глухота 38,H90
автозомно рецесивна несиндромна глухота 35,H90
автозомно-рецесивна несиндромна глухота 36,H90
автозомно-рецесивна несиндромна глухота 39,H90
кардиофациокутанен синдром,Q87
периодична клаудикация,I73
Синдром на Жубер,Q04
clonorchiasis,В66
Синдром на Ковчег-Лори,Q87
Коган синдром,H16
пунктатен епителен кератоконюнктивит,H16
метахроматична левкодистрофия,E75
fundus albipunctatus,H35
никелов алергичен контактен дерматит,L23
обструктивна сънна апнея,G47
вестибуларна болест,Н81
дегенерация на макула и заден полюс,H35
гингивална фиброматоза,K06
Мултилокуларен кистозно прозрачен бъбречно-клетъчен карцином,C64
суправалвуларна аортна стеноза,Q25
синдром на множествен птеригиум,Ч79
радиоурна синостоза,Q74
невродегенерация с натрупване на желязо в мозъка,G23
синдром на мозъчен дефицит на креатин,E72
Синдром на сухожилната обвивка на Браун,H50
Синдром на Brown-SÃ © quard,G83
апоплексия на хипофизата,E23
Нома,A69
хомоцистинурията,E72
бруксизъм,F45
бруксизъм,G47
параплегия,G82
Ретиносхиза,H33
разстройство на конверсията,F44
Синдром на Cauda equina,G83
наследен псевдоксантом еластиум,Q82
белодробна хемосидероза,J84
автозомно рецесивна спиноцеребеларна атаксия 12,G11
автозомно рецесивна спиноцеребеларна атаксия 2,G11
външен алергичен алвеолит,J67
проказа,A30
бяс,A82
мезотелиом,C45
хронична възпалителна демиелинизираща полирадикулоневропатия,G61
хроничен гноен отит,H66
Хронична неутрофилна левкемия,D47
Хронична миеломоноцитна левкемия,C93
уретрит,N34
тирозинемия,E70
синдром на напреднала фаза на съня,G47
pityriasis rosea,L42
вродено нарушение на гликозилирането,E77
тетралогия на Fallot,Q21
Синдром на Хорнер,G90
шизофрения,F20
хемороид,K64
хипертония,I10
хипертония,I15
очна хипертония,H40
саркоцистоза,A07
аневризма на сърцето,I25
ендолимфни хидропи,Н81
оливопонтоцеребеларна атрофия,G23
Синдром на възрастни,Q87
клониокулофациален синдром,Q18
Синдром на Джакуд,M12
MEHMO синдром,Q87
Синдром на Недъртън,Q80
Синдром на Шварц-Джампел 1,G71
Синдром на Шварц-Джампел 1,Q78
Преаксиален синдром на брахидактилия Temtamy,Q87
тетанус,A35
тетанус,A34
тетанус,A33
анална стриктура,K62
семейна средиземноморска треска,М04
хемолитична анемия,D55
некротизиращ фасциит,M72
циклоплегия,H52
наследствена двигателна и сензорна невропатия,G60
автозомно доминантно поликистозно бъбречно заболяване,Q61
костна кост,M77
melorheostosis,M85
синдром на токсичен шок,A48
белодробна хипертония,I27
парализа на Бел,G51
Костело синдром,Q87
онкосерсиазис,В73
сексуална дисфункция,F52
сексуална дисфункция,R37
аутизъм,ICD
аутизъм,F84
птичи грип,J09
шарка,B01
Западнонилска треска,A92
атипична хронична миелоидна левкемия,C92
нетуберкулозно микобактериално инфекциозно заболяване,A31
ancylostomiasis,B76
миелоидна левкемия,C92
автозомно доминираща несиндромна глухота 20,H90
автозомно доминираща несиндромна глухота 21,H90
автозомно доминираща несиндромна глухота 17,H90
автозомно доминираща несиндромна глухота 18,H90
автозомно доминираща несиндромна глухота 24,H90
автозомно доминираща несиндромна глухота 25,H90
автозомно доминираща несиндромна глухота 22,H90
автозомно доминираща несиндромна глухота 23,H90
автозомно доминираща несиндромна глухота 2А,H90
автозомно доминантна несиндромна глухота 2В,H90
автозомно доминираща несиндромна глухота 27,H90
автозомно доминираща несиндромна глухота 28,H90
автозомно доминираща несиндромна глухота 33,H90
автозомно доминираща несиндромна глухота 36,H90
автозомно доминираща несиндромна глухота 30,H90
автозомно доминираща несиндромна глухота 31,H90
автозомно доминантна несиндромна глухота 3А,H90
автозомно доминантна несиндромна глухота 3В,H90
първична цилиарна дискинезия 5,Q34
първична цилиарна дискинезия 13,Q34
първична цилиарна дискинезия 25,Q34
първична цилиарна дискинезия 8,Q34
първична цилиарна дискинезия 17,Q34
първична цилиарна дискинезия 33,Q34
първична цилиарна дискинезия 30,Q34
първична цилиарна дискинезия 20,Q34
първична цилиарна дискинезия 9,Q34
първична цилиарна дискинезия 15,Q34
първична цилиарна дискинезия 24,Q34
първична цилиарна дискинезия 2,Q34
първична цилиарна дискинезия 26,Q34
Синдром на Волфрам 1,E13
Синдром на Волфрам 2,E13
лишейна болест,L28
ангиоедем,Т78
cor pulmonale,I27
разширена кардиомиопатия 1V,I42
разширена кардиомиопатия 1AA,I42
разширена кардиомиопатия 1I,I42
разширена кардиомиопатия 1NN,I42
разширена кардиомиопатия 1Н,I42
разширена кардиомиопатия 1G,I42
разширена кардиомиопатия 1GG,I42
разширена кардиомиопатия 1L,I42
разширена кардиомиопатия 1Е,I42
разширена кардиомиопатия 1Z,I42
разширена кардиомиопатия 1P,I42
разширена кардиомиопатия 1К,I42
разширена кардиомиопатия 1JJ,I42
разширена кардиомиопатия 1В,I42
разширена кардиомиопатия 1X,I42
разширена кардиомиопатия 2В,I42
разширена кардиомиопатия 1Q,I42
разширена кардиомиопатия 1KK,I42
наследствена спастична параплегия 10,G11
наследствена спастична параплегия 11,G11
наследствена спастична параплегия 12,G11
наследствена спастична параплегия 13,G11
наследствена спастична параплегия 14,G11
наследствена спастична параплегия 15,G11
наследствена спастична параплегия 16,G11
наследствена спастична параплегия 17,G11
наследствена спастична параплегия 18,G11
наследствена спастична параплегия 19,G11
наследствена спастична параплегия 2,G11
наследствена спастична параплегия 24,G11
наследствена спастична параплегия 25,G11
изолиран дефицит на растежен хормон тип IB,E23
изолиран дефицит на растежен хормон тип III,E23
първична хипомагнезиемия,E83
бъбречна хипомагнезиемия 3,E83
бъбречна хипомагнезиемия 5 с очно засягане,E83
бъбречна хипомагнезиемия 4,E83
бъбречна хипомагнезиемия 6,E83
бъбречна хипомагнезиемия 2,E83
остеопатия стрия с черепна склероза,Q78
преходен миелопролиферативен синдром,D47
преходен миелопролиферативен синдром,D72
ектопичен синдром на Кушинг,E24
юношеска болест на Паркинсон 19А,Г-20
автозомно рецесивна несиндромна глухота 40,H90
автозомно-рецесивна несиндромна глухота 42,H90
автозомно рецесивна несиндромна глухота 4,H90
автозомно-рецесивна несиндромна глухота 46,H90
автозомно-рецесивна несиндромна глухота 47,H90
автозомно-рецесивна несиндромна глухота 44,H90
автозомно-рецесивна несиндромна глухота 45,H90
автозомно рецесивна несиндромна глухота 5,H90
автозомно-рецесивна несиндромна глухота 51,H90
автозомно-рецесивна несиндромна глухота 48,H90
автозомно рецесивна несиндромна глухота 49,H90
автозомно рецесивна несиндромна глухота 59,H90
автозомно рецесивна несиндромна глухота 6,H90
автозомно-рецесивна несиндромна глухота 53,H90
автозомно рецесивна несиндромна глухота 55,H90
автозомно рецесивна несиндромна глухота 63,H90
автозомно-рецесивна несиндромна глухота 61,H90
автозомно-рецесивна несиндромна глухота 62,H90
Синдром на Даун,Q90
рак на матката,C55
dicrocoeliasis,В66
Dieulafoy лезия,K31
diphyllobothriasis,В70
Синдром на Stiff-Person,G25
Vogt - Koyanagi - синдром на Харада,H30
Vogt - Koyanagi - синдром на Харада,H20
недостиг на бета-хидроксилаза на допамин,G90
злоупотреба с канабис,F12
торсионна дистония 1,G24
кръстосана епидермолиза булоза тип Херлиц,Q81
метилмалонова ацидемия cblB тип,E71
метилмалонова ацидемия поради дефект на транскобаламин рецептор,E71
метилмалонова ацидемия cblA тип,E71
Дистрофия на ретината на пчелна пита,H35
базален ламинарен друзен,H35
склеростеоза 1,M85
склеростеоза 2,M85
автозомно доминиращ синдром на Робинов 2,Q87
автозомно-рецесивен синдром на Робинов,Q87
Т-клетъчна имунодефицит, вродена алопеция и дистрофия на ноктите,D82
автозомно доминиращ синдром на Робинов 3,Q87
декстро-циклично транспониране на големите артерии 1,Q20
декстро-циклично транспониране на големите артерии 3,Q20
вродена секреторна диария натрий 8,Р78
вродена диария 7 с ексудативна ентеропатия,Р78
вродена малабсорбтивна диария 4,Р78
етилмалонова енцефалопатия,G31
Хемофилен менингит,G00
Саркома на мастните клетки,C96
синдром на пилинг на кожата,Q80
Лимфом на Ходжкин, нодуларна склероза,C81
hypercementosis,K03
дегенерация на ретиналната решетка,H35
Муцинозен тръбен и веретеноклетъчен карцином,C64
постоянен неонатален захарен диабет,P70
Синдром на Нанс-Хоран,Q87
синдром на изчерпване на митохондриалната ДНК,G71
одонтониходермален синдром,Q87
глюкокортикоиден редоминиращ алдостеронизъм,E26
Дефицит на сепиаптерин редуктаза,G24
детска шизофрения,F84
генерализирана епилепсия с фебрилни припадъци плюс,G40
сърдечен септален дефект,Q21
Умствена изостаналост и микроцефалия с понтинова и мозъчна хипоплазия,Q04
ортостатична протеинурия,R80
автозомно рецесивна дистална спинална мускулна атрофия 2,G12
обструкция на пикочните пътища,N13
Хемоглобин Е,D58
Клетъчен саркома на Лангерханс,C96
чревна хипомагнезиемия 1,E83
Синдром на Синдактилия Синани-Ленц,Q78
церебрална атеросклероза,I67
дефицит на креатин транспортер,E72
болест за селективен IgG дефицит,D80
роговична болест,H18
синдром на сухото око,H04
психологически вагинизъм,F52
рак на илеума,C17
дълги кости на рак на долните крайници,C40
злокачествено новообразувание на къси кости на долния крайник,C40
гранулом на слъзния проход,H04
чревен рак,C26
невроретинит,H30
атеросклероза на аортата,I70
глаукоматозна атрофия на оптичния диск,H47
хроничен менингит,G03
фиброаденоза на гърдата,N60
солитарна киста на гърдата,N60
рак на епидидима,C63
използвайте амблиопия,H53
амиотрофична невралгия,G54
лимфобластна левкемия,C91
Язвата на Мурен,H16
стабилно състояние кератоконус,H18
хипопионна язва,H16
пръстенова язва на роговицата,H16
микотична язва на роговицата,H16
пределна язва на роговицата,H16
назофарингит,J31
назофарингит,J00
перфорирана язва на роговицата,H16
плантарен фасциит,M72
анкилозиращ спондилит,M45
замръзнало рамо,M75
глухота-интелектуална инвалидност, синдром на Мартин-Пробст,Q87
Синдром на Брукс-Вишневски-Браун,Q87
изолирана микрофталмия 6,Q11
изолирана микрофталмия 7,Q11
изолирана микрофталмия 2,Q11
изолирана микрофталмия 4,Q11
изолирана микрофталмия 5,Q15
изолирана микрофталмия 3,Q11
изолирана микрофталмия 1,Q11
изолирана микрофталмия 8,Q11
Хемохроматоза тип 4,E83
хиперлипопротеинемия тип IV,Е78
Церебро-косто-мандибуларен синдром,Q87
синдром на твърд гръбначен стълб,G71
хипертония и синдром на брахидактилия,Q73
Фондовата дистрофия на Sorsby,H35
раздвоена малформация ръка-крак 1 със сензоневрална загуба на слуха,Q87
смъртоносна вродена гликогенна болест на сърцето,G73
смъртоносна вродена гликогенна болест на сърцето,E74
вродена секреторна диария натрий 3,Р78
вродена диария 6,Р78
автозомно-доминантна доминираща демиелинизираща левкодистрофия,E75
хипомиелинизираща левкодистрофия 4,E75
хипомиелинизираща левкодистрофия 3,E75
хипомиелинизираща левкодистрофия 2,E75
хипомиелинизираща левкодистрофия 5,G37
хипомиелинизираща левкодистрофия 7 с или без олигодонтия и / или хипогонадотропно хипогонадизъм,G11
хипомиелинизираща левкодистрофия 7 с или без олигодонтия и / или хипогонадотропно хипогонадизъм,E75
хипомиелинизираща левкодистрофия 9,E75
хипомиелинизираща левкодистрофия 11,G11
хипомиелинизираща левкодистрофия 8 с или без олигодонтия и / или хипогонадотропно хипогонадизъм,G11
хипомиелинизираща левкодистрофия 6,E75
синдромална Х-свързана интелектуална нетрудоспособност 12,Q87
синдромни X-свързани интелектуални увреждания тип 10,G25
синдромална Х-свързана интелектуална нетрудоспособност Тип Търнър,Q87
синдромална Х-свързана интелектуална недъг 7,Q87
синдром Х-свързано интелектуално увреждане тип Клаес-Йенсен,Q87
наследствена спастична параплегия 26,G11
наследствена спастична параплегия 27,G11
наследствена спастична параплегия 28,G11
наследствена спастична параплегия 29,G11
наследствена спастична параплегия 30,G11
наследствена спастична параплегия 31,G11
наследствена спастична параплегия 32,G11
наследствена спастична параплегия 34,G11
наследствена спастична параплегия 35,G11
наследствена спастична параплегия 36,G11
наследствена спастична параплегия 37,G11
наследствена спастична параплегия 38,G11
наследствена спастична параплегия 39,G11
наследствена спастична параплегия 3А,G11
имунодефицитен център-синдром на нестабилност-синдром на лицевите аномалии 4,D84
гигантска аксонална невропатия 2,G60
хипогонадотропна хипогонадизъм 15 със или без анозмия,23
дистония 23,G24
синдром на брахиолмия-амелогенеза имперфекта,Q76
кортикална дисплазия-синдром на фокална епилепсия,Q04
дистония 24,G24
хипогонадотропен хипогонадизъм 8 със или без анозмия,E23
хипогонадотропна хипогонадизъм 13 със или без анозмия,E23
хипогонадотропна хипогонадизъм 12 със или без анозмия,E23
Хънтингтънска болест 1,G10
дефицит на декарбоксилаза с ароматна L-аминокиселина,G24
хипогонадотропна хипогонадизъм 19 със или без анозмия,E23
дистония 25,G24
Свързана с COL4A1 фамилна съдова левкоенцефалопатия,I67
хипогонадотропна хипогонадизъм 24 без анозмия,E23
хипогонадотропна хипогонадизъм 9 със или без анозмия,E23
Синдром на Бирк-Барел,Q87
монохромност на син конус,H53
Синдром на Боуен-Конради,Q87
Дистрофия на ретината на ботния,H35
brachyolmia,Q76
синдром на брахидактилия-синдактилия,Q73
детски електроклиничен синдром,G40
Дефицит на AGAT,E72
метилмалонова ацидурия и хомоцистинурия тип cblF,E72
