A08.1, гастроентеропатия 
I25.8, ибс - състояние след миокарден инфаркт 
I25.8, ибс - стенокардия стабиле 
I25.8, ибс-сап-iiфк 
I25.8, ибс- нестабилна стенокардия 
I25.8, ибс - нестабилна стенокардия 
I25.8, ибс - ритъмно-проводна форма - аv-бл 
I25.8," ибс - състояние след 2 миокардни инфаркта X, 2006г/ "
I25.8, ибс - исхемична кардиопатия 
I25.8," ибс - ритъмна форма, абсолютна аритмия при предсърдно мъждене "
I25.8, ибс-ап-iiфк 
I25.8, ибс нап
I25.8, ибс- ритъмно- проводна форма 
I25.8, ибс-състояние след прекаран миокарден инфаркт Xг/ 
I25.8, ибс-състояние след имплантиране на постоянен кардиостимулатор /мX състояние след електрокардиоверзио /м. 10. 08/ 
I25.8, ибс - триклонова болест 
I25.8, ибс- аритмия абсолюта при предсърдно трептене 
I25.8, ибс - двуклонова болест
I25.8, ибс стабилна стенокрадия 
I25.8, ибс - перманентно предсърдно мъждене 
I25.8," ибс - нестабилна ап, двуклонова болест "
I25.8, ибс- състояние след прекаран миокарден инфаркт 
I25.8, ибс стенокардия стабилис 
I25.8, ибс- постоянно предсърдно мъждене 
I25.8," ибс-ритъмна форма, абсолютна аритмия при предсърдно мъждене "
I25.8, ибс-ритъмно- проводна форма 
I25.8, ибс- състояние след обширен преден миокарден инфаркт 
I25.8, ибс-състояние след преживян миокарден инфаркт 
I25.8, ибс проводна форма 
I25.8, ибс - прекаран миокарден инфаркт 
I25.8, ибс-нестабилна стенокардия 
I25.8," ибс- ритъмно -проводна форма дбб, лпхб "
I25.8, ибс - сап ii-iiiфк 
I25.8, ибс- състояние след миокарден инфаркт 
I25.8, ибс- ритъмно проводна форма 
I25.8, ибсстабилна стенокардия 
I25.8, ибс - абсолютна аритмия 
I25.8, ибс - състояние след преден миокарден инфаркт без ст елевация 
I25.8, ибс - състояние след прекаран миокарден инфаркт Xг/ 
I25.8, ибс - стабилна стенокардия ІІІ ф. к 
I25.8, ибс- преживян ми 
I25.8, ибс- преживян миокарден инфаркт 
I25.8, ибс- преживян ми-долен 
I25.8, ибс-стабилна стенокардия ІІфк 
I25.8, ибс - сап-ІІ ф. к 
I25.8, ибс - хронично предсърдно мъждене-трептене 
I25.8," ибс- нап, състояние след ртса и стент на лад "
I25.8," ибс, състояние след прекаран миокарден инфаркт "
I25.8, ибс-сап iii фк 
I25.8, ибс - стар задно-долен миокарден инфаркт 
I25.8, ибс-ритъмна форма - постоянно предсърдно мъждене 
I25.8, ибс- проводна форма 
I25.8, ибс - сап 
I25.8, ибс - ритъмна форма - абсолютна аритмия при предсърдно мъждене 
I25.8, ибс - преживян ми 
I25.8, ибс - стенокардна форма 
I25.8, ибс - стабилна стенокардия ii фк 
I25.8, ибс ii фк 
I25.8, ибс- триклонова болест 
I25.8, ибс- стабилна стенокардия ii фк 
I25.8, ибс - абсолютна аритмия при предсърдно мъждене 
I25.8, ибс- стабилна стенокардия ІІІ фк 
I25.8," ибс- стволова стеноза, състояние след преживян миокарден инфаркт "
I25.8, ибс - състояние след прекаран миокарден инфаркт Xг/. лпхб 
I25.8, ибс стабилна стенокардия 
I25.8, ибс - ритъмно-проводна форма 
I25.8," ибс - триклонова болест, състояние след рtсi, стентиране на дка "
I25.8, ибс - стабилна стенокардия ІІ ф. к 
I25.8, ибс - ритъмно - проводна форма 
I25.8, ибс-„тиха” исхемия 
I25.8, ибс - преживян задно-долен миокарден инфарктX състояние след рсi на дка /dеs-сyрhеr/ 
I25.8," ибс-ритъмна форма, камерна екстрасистолия "
I25.8, ибс- състояние след ми 
I25.8," ибс - стар миокарден инфаркт, ап ІІ фк "
I25.8, ибс - ми в хронична фаза 
I25.8, ибс- стар миокарден инфаркт 
I25.8, ибс - ритъмна форма - монотопна камерна екстрасистолия - І клас 
I25.8, ибс-проводна форма 
I25.8, ибс- състояние след миокарден инфаркт Xг/ 
I25.8," ибс - едноклонова болест, състояние след стентирате на лад "
I25.8," ибс - състояние след миокарден инфаркт, акбх4, пейсмекър "
I25.8, ибс-инфаркт на миокарда в хронична фаза 
I25.8," ибс - ритъмна форма - лбб, надкамерна екстрасистолия "
I25.8," ибс, едноклонова болест "
I25.8, ибс - състояние след преживян миокарден инфаркт 
I25.8," ибс, сн ІІ фк "
I25.8, ибс -ритъмна форма 
I25.8, ибс нестабилна стенокардия 
I25.8, ибс - състояние след преживян оми 
I25.8, ибс сап 2фк 
I25.8, ибс- нап 
I25.8, ибс- преживян долен ми 
I25.8, ибс - пристъпна тахиаритмия при предсърдно мъждене 
I25.8, ибс- абсолютна аритмия при предсърдно трептене 
I25.8," ибс - едноклонова болест, състояние след стентиране на лад "
I25.9, хибс
I25.9, хибс статус пост инфарктус миокардий 
I25.9, хибс 
I25.9, хибс- абсолютна аритмия при пм 
I25.9, хибс- ритъмна форма 
I25.9, хибс - ритъмна форма 
I34.0, аортна и митрална инсуфициенция 
I35.0, стеноза на дясна вертебрална артерия 
I35.0, стеноза на дясна вътрешна каротидна артерия 
I35.0, високостепенна аортна стеноза 
I35.0, аортна стеноза 
I35.0, стеноза на аортната клапа 
I35.0, аортна стеноза и регургитация 
I35.0, високостепенна дегенеративна аортна стеноза 
I35.0, стеноза на вертебралната артерия 
I35.0, стеноза на дясна каротидна артерия 
I35.1, аортна инсуфициенция 
I35.8, аортна клапна калциноза 
I35.8, калциноза на аортната клапа 
I42.1, хипертрофия гл 
I42.2, левокамерна хипертрофия 
I44.7, лбб
I44.7, лбб+ лпхб
I45.1, дбб
I45.1, дбб+ лпхб
I48, перманентно предсърдно мъждене 
I48, персистиращо предсърдно мъждене 
I50, застойна сърдечна недостатъчност І фк 
I50.9, хронична сърдечна недостатъчност iii фк по ниха 
I50.9, хсн ІІІ фк
I50.9, хсн ІІ ф. к 
I50.9, хсн ІІІ фк по ниха 
I50.9, хсн- ІІфк
I50.9, хсн-ІІІ фк по ниха 
I50.9, хронична сърдечна недостатъчност iii фк по nyhа 
I50.9, хсн ii фк 
I50.9, хсн ІІ фк
I51.3, върхова лявокамерна тромбоза 
I67.1, аневризма на дясна средно-мозъчна артерия 
I67.9, хронична мсб 
I67.9, мсбІ каротидна и вертебробазиларна недостатъчност 
I67.9, мсб
I67.9, хронична мозъчна-съдова болест 
I67.9, мозъчно-съдова болест 
I67.9, мозъчно- съдова болест 
I67.9, мсб - хвбсн
I67.9, мозъчносъдова болест 
I67.9, мсб - латентна недостатъчност 
I67.9, мсб 
I67.9, мозъчно съдова болест 
I67.9, мсб - състояние след исхемичен инсулт в басейна на дясна средно мозъчна артерия 
I67.9, мозъчно-съдова болест- състояние след мозъчен инсулт 
I67.9, мсб катаракта 
I67.9, мсб- състояние след исхемичен мозъчен инсулт в блсма 
I67.9, мсб - състояние след прекаран мозъчен инсулт 
I67.9, мозъчно съдова болест с вертебро-базиларна недостатъчност 
I67.9, мсб: състояние след исхемичен мозъчен инсулт 
I67.9, мсб- състояние след исхемичен мозъчен инсулт 
I67.9, мсб- верттебробазиларна недостатъчност 
I67.9, мбс
I67.9," мсб - състояние след мозъчен инсулт X, 2009г/ "
I67.9, мсб- състояние след преживян мозъчен инсулт във вбс 
I67.9," мозъчно-съдова болест, състояние след транзиторна исхемична атака "
I67.9," мсб, състояние след ими "
I70.0, миокардиосклерозис атеросклеротика
I70.9, атеросклерозис генерализата
I79.2, макроангипатия диабетика
I79.2," ретинопатия, полиневропатия и ангиопатия диабетика "
I79.2, диабетна периферна ангиопатия 
I79.2, диабетна остеоартропатия 
I79.2, диабетна периферна дистална симетрична сензорна полиневропатия 
I79.2, диабетна периферна дистална симетрична сензомоторна полиневропатия 
I79.2, диабетна остеоартропатия на ляво стъпало 
I83, варици на подбедриците 
I83, варици на дясна подбедрица 
I83, варици на победриците 
I83, варици на долни крайници 
I83, варици на долните крайници 
I83.2, варицес крурис ет феморалис билатералис 
I83.2, варици крурис 
I83.2, варицис крурис
I83.2, варицес крурис
I84.5, вътрешни хемороиди 
I85, варици на хранопровода 
I85, варици на хранопровода Іст 
I85, варицес езофаги 
I85, варици на хранопровода iiст 
I86.8," варици на носа, варици на лява подбедрица "
I86.8, варици 
I86.8, двустранни варици скожни промени 
I86.8, варикоза
I89.8, лимфаденопатия коли 
I89.8, лимфом 
I89.8, лимфаденитис коли синистра 
I89.8, лимфаденопатия коли утр 
I89.8, лимфоаденопатия коли 
I89.8, лимфаденомегалия коли 
I89.8, лимфоаденопатия коли декстра 
I89.8, лимфоаденопатия
J18.8, пневмосклерозис
J18.8, пневмосклерозис билатералис
J18.8, пневмофиброза
J18.8, пневмония дектри 
J18.8, пневмофиброзис
J18.8, пневмосклерозис метатуберкулозис
J20.9, остър трахеобронхит 
J20.9, остър бронхит 
J20.9, трахеобронхит
J30.0, вазомоторен ринит 
J30.0, ринитис вазомоторика
J30.3, риносинутис алергика
J30.3, ринитис алергика
J31, ринофарингитис хроника
J31, ринусиуитис хроника екзацербата
J37.0, ларингитис хроника
J43.8, емфизем 
J43.8, емфизем на белия дроб 
J44.1, хобб-смесена форма 
J44.1, хобб
J44.1, хобб-бронхитна форма 
J44.1, хобб 
J44.1, хобб -хроничен бронхит 
J44.1, хобб- смесена форма 
J44.1, хобб - тежка форма 
J44.1, хобб - смесена форма 
J44.1, хобб - смесен тип 
J44.1, хобб- смесен тип 
J44.1, хобб - бронхитна форма 
J44.1, хобб - белодробен емфизем 
J44.1, хобб-смесен тип 
J44.1, хобб-хроничен бронхит 
J44.1, хобб- емфиземна форма 
J44.1, хобб -смесена форма 
J44.1, хобб- смесен тип. хр 
J44.1, хобб- бронхитна форма 
J44.1, хобб- хроничен бронхит и белодробен емфизем 
J44.1," хобб, бронхитна форма "
J45.9, бронхиална астма 
J45.9, бронхиална астма - лека степен 
J45.9, астма бронхиале 
J45.9," бронхиална астма средно тежка форма, в ремисия "
J45.9, бронхиална астма - средно тежка форма 
J45.9, бронхиална астма-терапевтична ремисия 
J45.9," бронхиална астма- атопичен тип, средно тежка форма "
J45.9, бронхиална астма-кортикозависима 
J45.9," бронхиална астма - атопична форма, извънпристъпен стадий "
J45.9, бронхиална астма- кортикозависима 
J45.9, бронхиална астма-смесен тип 
J45.9, бронхиална астма с чести пристъпи максиларен синуит 
J45.9, бронхиалана астма 
J84.1, десностранна пневмофиброза - във възпалителен тласък 
J84.1, десностранна пневмофиброза
J84.1, десностранна феморо-поплитеална флеботромбоза 
J92.0, азбестоза 
K21.0, рефлукс - езофагит? 
K21.0, рефлукс езофагит 
K26, калозна язва на дуоденума с пенетрация към главата на панкреаса 
K27, язва на дуоденума 
K27, язва на дуоденума в ремисия 
K27, язва надуоденума- ремесия 
K27, язва на дуоденума- ремесия 
K27, пептична язва на дуоденума 
K27, язва на дуоденума - в ремисия 
K27, язва на дуоденума- ремисия 
K27, язва на дуоденума - клинична ремисия 
K27, язва на дуоденум- активна 
K27, язва на дуоденум 
K29.5, гастритис хроника
K29.5, гастритис хроника 
K29.5, гастритис хроника атрофиканс 
K29.5, І хроничен гастрит 
K29.6, пангастритис еритемо-ексудатива
K29.6, ерозивен гастрит 
K29.6, пангастрит
K29.6, еритемоексудативен гастрит 
K29.6, еритемо-ексудативен пангастрит
K29.8, дуоденална язва 
K29.8, хроничен дуоденит 
K29.8, дуоденална язва - в ремисия 
K29.8, дуоденална язва. хухк 
K29.8, дуоденална язва в ремисия 
K29.9, хроничен гастродуоденит 
K31.0, левокамерна дилатация 
K31.1, стеноза на пилора 
K40, херниа умбиликалис ет ингвиналис 
K40.9, ингвинална херния в дясно 
K40.9, ингвинална херния в ляво 
K52.8, спастичен колит 
K52.9, хроничен колит от спастичен тип 
K52.9, хроничен колит 
K52.9, хроничен колит и гастродуоденит 
K52.9, хроничен спастичен колит 
K57.3, дивертикули на дебелото черво 
K57.3, дивертикулоза на дебелото черво 
K74.6, чернодробна цироза чайлд а 
K74.6, чернодробна цироза - чайлд а 
K74.6," чернодробна цироза - етилична генеза, клас в по чайлд "
K74.6, чернодробна цироза /постхепатитна в
K74.6, чернодробна цироза /чайлд а/ 
K74.6, цирозис хепатис
K74.6, чернодробна цироза след хепатит с 
K74.6, чернодробна цироза 
K74.6, чернодробна цироза/?/ 
K74.6, чернодробна цироза в стадий по чайлд 
K74.6, чернодробна цироза - чайлд б 
K74.6, чернодробна цироза-декомпенсирана 
K76, стеатоза на черния дроб 
K76, стеатоза на черен дроб 
K76.0, чернодробна стеатоза 
K76.0, чернодробна стеатоза) 
K76.0, чернодробна статоза 
K76.0, чернодробно стеатоза 
K76.0, чернодробна стетатоза 
K76.0, чернодробна сеатоза 
K76.0, чернодробна стеатоза и фиброза 
K76.1, чернодробна стеатоза 
K76.2, чернодробна стеатоза 
K76.8, неалкохолна стеатозна болест на черния дроб 
K76.9, киста хепатис 
K76.9, кисти хепатис 
K76.9, киста в черен дроб 
K76.9, киста на черния дроб 
K76.9, киста на черния дроб. мсб 
K77.0, девитализирана паразитна чернодробна киста 
K81.0, остър холецистит 
K81.9, калкулозен холецистит 
L68.0, идиопатичен хирзутизъм 
L92.1, диабетна некробиоза 
M06, артритис ревматоидес
M10.3, нефрропатия подагроза
M10.9, подагра 
M10.9, подагра- хронична форма 
M10.9, подагра- ставна форма 
M16.1," коксартроза, гонартроза "
M16.1, колитис хроника
M16.1, левостранна коксартроза и гонартроза 
M16.1, коксартрозис инципиенс
M16.1, колон иритабиле 
M16.1, коксартрозис син 
M16.1, коксартрозис утр 
M16.1, левостранна коксартроза 
M16.1, коксартроза на дясна тазобедрена става 
M16.6, артрозна болест - двустранна коксартроза 
M16.9, коксартроза 
M16.9, коксартрозис
M16.9, начална коксартроза 
M16.9, десностранна коксартроза и гонартроза 
M16.9, десностранна коксартроза улкус дуодени 
M16.9, начална остеопороза 
M17.0, двустранна гонартроза 
M17.0, двустранна гонартроза и коксартроза 
M17.9, гонартроза 
M17.9, гонартрозис
M17.9, десностранна коксартроза и гонартроза 
M17.9, десностранна коксартроза 
M17.9, десностранна гонартроза 
M19.8, остеоартрозис-гонартрозис ет коксартрозис 
M19.8, остеоартрозис деформанс
M19.8, остеоартрозис
M19.8, остеоартроза
M19.8, остеоартрозис генерализата
M19.8, остеоартропатия /става на шарко/ 
M19.8, остеоартрит на трети пръст на дясна ръка 
M19.8, артрозна болест 
M19.8, артрозис
M19.8, остеоартропатия на дясно ходило 
M19.8, двустранна артроза на глезенните стави 
M42.1, остеохондрозис цервикалис ет лумбосакралис 
M42.1, остеохондроза с5/с6 
M42.1, остеохондрозис ет спондилозис вертебре лумбалис 
M47.9, деформираща спондилоза 
M50.8, шийна спондилоза 
M50.8, шийна остеохондроза 
M50.8, шийна и лумбална остеохондроза 
M50.8, шийна цервикоартроза 
M50.8, шийна лимфаденопатия 
M50.8, шийна и лумбална остеохондроза и спондилоза 
M50.8, шийна остеохондроза с дископатия на с5-с6 
M50.8, шийно раменен плексалгичен синдром 
M50.8, шийна киста 
M50.9, тотална дискова протрузия на ниво л5-с1 
M51.1, радикулерен синдром 
M51.1, лумбосакрален радикулит
M51.1, радикулитис лумбосакралис
M51.1, радикуларен синдром 
M51.1, радиколопатия с6 и с7 
M51.1, лумбосакрална радикулопатия 
M51.1, лумбална радикулопатия 
M51.1, радикулитис лумбосакралис билатералис
M51.1, лумбална радикулопатия в ляво на ниво лX мастопатия фиброкистоза 
M51.1, лумбосакрален радикулит 
M51.1, радикулитис лумбосакралис в ляво 
M51.2, лумбални дискови хернии 
M51.2, дисова херния л5-с1 
M53.3, дископатия л5-с1
M53.3, дископатия l5-s1
M53.3, дископатия на с5-с6 и л1-л2 
M53.3," дископатия l4- l5, l5- s1"
M53.3, дископатия
M53.3, дископатия л4-л5
M53.3, дископатия в гръден и поясен сегмент 
M53.3, дископатия л5- ес1
M53.3, дископатия на л5 
M53.3, лумбална дископатия 
M53.3, дископатия с5-с6
M53.3, лумбосакрална дископатия 
M75.8, периартрит на дясна раменна става 
M79.0, ревматизъм 
M79.2, неврит на десен лицев нерв 
M79.2, неврит на слуховите нерви 
M80.0, тежка постменопаузална остеопороза 
M80.0, постменопаузална тежка остеопороза 
M80.0, постменопаузална тежка остепороза 
M81.0, постменопаузална остеопороза 
M81.0, постменопаузална остеопения 
M81.0, постменопаузална остеопения
M81.0, генерализирана постменопаузална остеопороза- тежка форма 
M81.0, генерализирана постменопаузална остеопороза 
M81.0, постменопаузална остеопороза с комплексна генеза 
M81.0, постменопауззална остеопороза 
M81.0, постменопаузална остеопороза- тежка 
M81.0, постменопаузална остепороза
M81.8, остеопения
M81.8, остеопения постменопаузалис
M81.8, осеопороза
M81.8, тежка сенилна остеопороза 
M81.8, тежка остеопения 
M81.8, тежка генерализирана остеопороза с настъпили патологични прешленини фрактури 
M81.8, тежка генерализирана остеопороза 
M81.8, тежка генерализирана остеопороза с патологична фрактура на ребро 
M81.8, тежка остеопороза 
M81.9," спондилартрозис, остеопорозис генерализата"
M81.9, спондилоартрозис цервикалис
M81.9, остеопороза 
M81.9, спондилоартрозис
M81.9, остеопорозис генерализата
M81.9, стероидна остеопороза 
M81.9, генерализирана остеопороза 
M81.9, вторична остеопороза 
M81.9, остеопорозис генерализата секундария
M81.9, остеопорозис гравис
M81.9, осетопороза
M81.9, остеопорозис
M81.9, спондилартроза
M81.9, кортикостероид- индуцирана остеопороза 
M81.9, спондилартрозис
M81.9, спондилартрозни промени на ниво с6/с7 
M81.9, генерализирана остеопороза с патологични фрактури 
M81.9," генерализирана остеортроза- коксартроза, гонартроза, спондилартроза "
M81.9, генерализирана остеоартроза 
M81.9, стероид индуцирана остеопороза/ 
M81.9, спондилоартрозис генерализата
M81.9, остеопрооза
M81.9, кортикостероид индуцирана остеопороза 
M81.9, сенилна остеопороза 
M81.9, остопороза
M81.9," спондилоартроза в шиен, гръден, поясен сегмент "
M81.9, генерализирана остеопороза евентрацио 
M81.9, остеопороза артериална хипертония ІІгр 
M81.9, генерализирана високостепенна остеопороза 
M81.9, генерализирана остеартроза 
M81.9, спондилартрозис цервикалис
M81.9, генерализирана остеопороза коксартрозис синистра 
M81.9, генерализирана вторична остеопороза 
M81.9, спондилоза с5-с7 
M81.9, спондилоартроза
M81.9, генерализирана остеопороза с патологична фрактура на l2 
M81.9, генерализирана тежка остеопороза 
M81.9, генерализирана остеопороза с комплексна генеза 
M81.9, спондилоартрозис лумбалис
M81.9, спондилоартроза с трайни функционални промени 
M81.9, генерализирана тежка отсеопороза и остеомалация 
M81.9, спондилоартрозис цервикалис ет лумбалис 
M81.9, спондилоза 
M83.8, хипофосфатемична остеомалация 
M86.9, остеомиелит 
M86.9, остеомиелитис хроника феморис синистра
N11.0, остър пиелонефрит 
N11.1, хроничен обострен пиелонефрит 
N11.1, хроничен калкулозен пиелонефрит 
N11.1, хроничен калкулозен холецистит 
N11.1, хроничен калцифициращ панкреатит 
N11.1, калкулозен пиелонефрит 
N11.1, хроничен калкулозен пиелонуфрит 
N11.1, хроничен калкулозен пиеланефрит 
N11.1, хроничен калкулозен пилонефрит 
N13.1, хидронефроза І-ІІ ст (двустранна) 
N13.1, хидронефрозис билатералис
N13.1, хидронефрозис синистра
N13.1, хидронефроза в ляво 
N13.1, хидронефроза в ляво ІІ-ІІІст 
N13.1, хидронефроза вляво 
N13.1, хидронефроза в дясно 
N13.1, хидронефроза в ляво 1ст 
N13.1, хидронефроза i ст 
N18.9, хбн i ст 
N18.9, хвбн
N18.9, хбн ІІ ст 
N18.9, хбн - І-ва степен 
N18.9, хбн-Іvстадий
N18.9, хбн гр. І. обс 
N18.9, хбн гр. І 
N18.9, хбн І ст 
N18.9, хбн Іст
N18.9, хбн 1 ст 
N18.9, хбн І гр 
N18.9, хбн 4ст- хрониодиализно лечение 
N18.9, хронична бъбречна недостатъчност Іст 
N18.9, хбн І степен 
N18.9, хбн ІІст
N18.9, хбн- терминална
N18.9, хбн
N18.9," хбн - Іv степен, хронична абмбулаторна хемодиализа "
N18.9, хронична бъбречна недостатъчност 1ст 
N18.9, хбн-Іv степен 
N18.9, хбн 0-Іст
N18.9, хбн Іv степен 
N18.9, хбн- І ст 
N18.9, хбн гр. Іv 
N18.9, хбн- Іv ст 
N18.9, хбн 1ст
N18.9, хбн - Іv степен 
N18.9, хбн-iст
N18.9, хбн І ст диабетна полиневропатия 
N18.9, хвбн 
N18.9," хбн Іv ст, хронична амбулаторна хемодиализа "
N18.9, хбн- вторична анемия 
N18.9," хбн Іv ст, ххд "
N18.9, хбн І
N18.9, хбн-1ст
N18.9," хвбн, централен отоневрологичен синдром в субкомпенсация "
N18.9, хронична бъбречна недостатъчност - терминален стадий 
N18.9," хбн - Іv степен, хронична амбулаторна хемодиализа "
N18.9, хбн - Іст
N18.9, хбн iiст
N18.9, хбн-1-2 ст 
N18.9, хбн ІІ степен 
N18.9, хронична бъбречна недостатъчност 
N18.9, хбн Іст диабетна полиневропатия 
N18.9, хбн ІІІ ст 
N18.9, хбн 4ст
N18.9, хбн-І ст 
N18.9, хбн iст
N18.9, хбн - iст
N18.9, хбн Ігр
N18.9, хбн- iст
N18.9, хбн iст. хзсн
N18.9, хбн i степен 
N18.9, хронична бъбречна болест ii ст 
N18.9, хбн - І ст 
N18.9, хбн- І-ІІ ст 
N18.9, хбн iv ст 
N18.9, хронична бъбречна недостатъчност ІІ степен 
N18.9, хбнivст
N18.9, хронична вбн 
N18.9, хбн - ІІ-ІІІст
N18.9, хронична бъбречна недостатъчност i-ii ст 
N18.9, хбн-Іст
N18.9, хбн-І-ІІст
N20.0, бъбречно-каменна болест 
N20.0, бъбречно каменна болест 
N20.0, бкб 
N20.0, камък в левия бъбрек 
N20.0, бкб
N20.0, бъбречно-каменнна болест с оксалатна литиаза 
N20.0, бъбречно- каменна болест 
N20.0, бъбречнокаменна болест 
N25.1, диабетес инсипидус
N25.1, дипсогенен инсипиден диабет 
N25.8, хронична амбулаторна хемодиализа 
N25.8, хронична абмбулаторна хемодиализа 
N25.8, хронична амбуаторна хемодиализа 
N25.8, хронична амбулаторна перитонеална диализа 
N28.1, кисти на ляв бъбрек 
N28.1, киста на ляв бъбрек 
N28.1, киста на десен бъбрек 
N28.1, кисти ренис декстра 
N28.1, киста ренис синистра 
N28.1, кисти на бъбреците 
N28.1, кисти ренис билатералис 
N28.1, кисти ренис синистри 
N28.1, парапелвикални кисти на бъбреците 
N28.1, кисти на двата бъбрека 
N28.1, киста в левия бъбрек 
N28.1, кисти на десен бъбрек 
N28.1, кисти на левия бъбрек 
N28.1, киста на левия бъбрек 
N28.1, киста ренис декстра 
N28.1, киста ренис син 
N28.1, парапелвикални кисти на левия бъбрек 
N28.1, двустранни кисти на бъбреците 
N28.8, афункция на ляв бъбрек 
N29.8, нефролитиаза
N29.8, нефролитиазис
N29.8, нефролитиаза вляво
N29.8, десностранна нефролитиаза
N29.8, нефролитиазеис
N29.8, двустранна нефролитиаза 
N29.8, нефрокалциноза
N29.8, нефролитиаза- хроничен калкулозен пиелонефрит 
N29.8, нефролитиаза 
N29.8, нефролитиза
N29.8, десностранна нефректомия поради хидронефроза 
N29.8, десностранна нефросклероза
N29.8, нефролитиазис син 
N30.2, цистопиелитис хроника екзацербата
N30.9, цистит 
N30.9, циститис акута
N42.8, простате
N42.8, простатна хипертрофия 
N42.8, простатна хиперплазия 
N51.0, хипертрофия на простатата 
N60.1, мастопатия фиброкистоза
N60.1, двустранна мастопатия 
N60.1, фиброкистозна мастопатия
N60.1, двустранна фиброкистозна мастопатия 
N60.1, мастопатия фиброкистоза билатералис
N60.1, мастопатия фиброкисистозис билатералис
N60.1, фиброкистозна мастопатия спондилоартроза
N60.1, мастопатия фирокистоза
N60.1, двустранна фиброкистична мастопатия 
N60.1, мастопатия фиброкистоза 
N60.1, мастопатия
N60.1, фиброкистозна мастопатия 
N60.1, фиброкистична мастопатия
N60.8, маме син 
N60.8, маме д. / 
N64, кисти в дясна млечна жлеза 
N83.0, киста оварии декстра 
N83.0, киста на десния яйчник 
N83.0, киста оварий декстра 
N83.0, киста на десен яйчник 
N83.0, киста оварии синистра 
N83.0, киста оварии декс 
N83.0, левостранна яйчникова киста 
N83.0, киста на левия яйчник 
N83.0, киста оварий синистра 
N83.0, киста на ляв яйчник 
N83.0, киста оварии декстри 
N83.2, яйчникова поликистоза/?/ 
N84.0, ендометриален полип 
N91.1, вторична аменорея /хипоталамична/ 
N91.1, вторична аменорея 
N94.8, олигометрорагия
N94.8, олигохипоменорея
N95.3, ранна хирургическа менопауза 
N95.3, ранна постоперативна менопауза 
N95.8, ранен климакс- 
N95.8, перименопауза
N95.8, ранен климакс 
N95.8, ранна менопауза 
N95.8, ранна меноппауза 
O00.9, гравидитас м. л. Іv 
O00.9, гравидитас iх м. l 
O00.9, гравидитас 13 г. с 
O00.9, гравидитас ІІ л. м 
O00.9, гравидитас м. л. 4 
O00.9, гравидитас мл. Іv 
O00.9, гравидитас млІІІ
O00.9, гравидитас мl iv 
P96.0, вбн
P96.0, вбн-декомпенсирана
Q24.8, всп 
Q24.8, вроден сърдечен порок - междупредсърден дефект 
Q27.8, периферна съдова болест 
Q27.8, периферна съдове болест 
Q33.4, бронхиектазна болест 
Q39.6, дивертикулоза ня колона 
Q39.6, дивертикулоза на колона 
Q39.6, дивертикул на хранопровода 
Q39.6, дивертикулоза
Q40.1, хиатална херния 
Q40.1, херния аксиалис хиаталис 
Q40.1, хиаткална херния 
Q61.3, бъбречна поликистоза 
Q61.9, бъбречни кисти 
Q61.9, бъбречни кисти двустранно 
Q65.0, вродена лускация на лява тазобедрена става 
Q65.1, вродена луксация на двете тазобедрени стави 
Q77.4, ахондроплазия
Q89.1, вродена надбъбречна корова хиперплазия /блок на 21- хидроксилазата/ 
Q89.1," вродена надбъбречно-корова хиперплазия, късна форма, дефицит на 21-хидроксилазата "
Q89.1, вродена надбъбречно корова хиперплазия 
Q89.1, вродена надбъбречно корова хиперплазая 
Q89.1, внкх
Q89.1," вродена надбъбречнокорова хиперплазия X хидроксилазен дефицит, късна форма "
Q89.1," вродена надбъбречно корова хиперплазия, късна форма"
Q89.1," вродена надбъбречна хиперплазия, късна форма "
Q89.1, вродена надбъбречнокорова хиперплазия /21 хидроксилазен дефицит/ 
Q89.1, вродена надбъбречнокорова хиперплазия /блок на 21 хидроксилазата/-късна парциална форма 
Q89.1, вродена надбъбречнокорова хиперплазия 
Q89.1, вродена надбъбречнокорова хиперплазия-/блок на 21 хидроксилазата/ - късна парциална форма 
Q89.1, внхк
Q89.1, внкх- 21-хидроксилазна недостатъчност 
Q89.1, внкх- късна форма 
Q89.1," вродена надбъбречнокорова хиперплазия / блок на 21хидроксилазата/- късна, парциална форма "
Q89.1, вродена надбъбречнокорова хиперплазия X хидроксилазен дефицит 
Q89.1, вродена надбъбречнокорова хиперплазия- 21-хидроксилазен дефицит 
Q89.1, вродена надбъбречнокорова хиперплазия /21 он блок/ 
Q89.1, вродена надбъбречна хиперплазия X хидроксилазен дефицит 
Q89.1, вродена надбъбречнокорова хиперплазия- късен парциален дефект на 21 хидроксилаза 
Q89.1, вродена надбъбречно-корова хиперплазия /парциален блок на 21-хидроксилазата/ с късно начало 
Q89.1, внх- 21-хидроскилазен блок 
Q89.1," вродена надбъбречнокорова хиперплазия-блок на 21 хидроксилазата, късна парциална форма "
Q89.1," внкх- 21хидроксилазен блок, късна форма "
Q89.1, вродена надбъбречно-корова хиперплазия - некласическа форма 
Q89.1, вродена надбъбречно-корова хиперпазия - късна форма 
R02, про гангрена диабетика/ 
R27, дискоордзинационен синдром 
R27, дискоординационен синдром 
R73.0, нарушен глюкозен толеранс 
R73.0, нарушен глюкозен тореланс 
R73.0, намален глюкозен толеранс 
R73.9, нарушена гликемия на гладно 
R73.9, нарушена гликемия на гладно) 
R73.9, повишена кръвна захар на гладно 
R73.9, нарушена глюкоза на гладно 
